# Wavelength (um),Conductivity
2.576643285174839537e+00, 7.007484598800000075e-01
2.576666893997397789e+00, 7.546541044000000253e-01
2.576690503252597519e+00, 8.281683265000000516e-01
2.576714112940451162e+00, 8.797957674399999872e-01
2.576737723060969820e+00, 9.104676910500000275e-01
2.576761333614165927e+00, 9.280236796399999877e-01
2.576784944600051031e+00, 9.377657659600000528e-01
2.576808556018638008e+00, 9.425753189100000151e-01
2.576832167869937074e+00, 9.439430563999999801e-01
2.576855780153961994e+00, 9.425215157099999796e-01
2.576879392870722985e+00, 9.384237423700000358e-01
2.576903006020232922e+00, 9.313577111799999919e-01
2.576926619602503354e+00, 9.205614097800000062e-01
2.576950233617546271e+00, 9.045953905300000431e-01
2.576973848065374106e+00, 8.809853806899999862e-01
2.576997462945997519e+00, 8.456766728700000346e-01
2.577021078259429832e+00, 7.925151527899999548e-01
2.577044694005681702e+00, 7.164851695999999714e-01
2.577068310184766009e+00, 6.305413387799999603e-01
2.577091926796693411e+00, 5.828280844200000033e-01
2.577115543841477230e+00, 5.907635232300000316e-01
2.577139161319128569e+00, 5.962439667000000165e-01
2.577162779229659417e+00, 5.646811245899999721e-01
2.577186397573082210e+00, 5.247978719500000500e-01
2.577210016349408050e+00, 5.331715568299999486e-01
2.577233635558649372e+00, 5.995520125900000163e-01
2.577257255200817720e+00, 6.850639656400000499e-01
2.577280875275924643e+00, 7.537107507400000461e-01
2.577304495783983462e+00, 7.919398790999999660e-01
2.577328116725004836e+00, 8.009210637600000515e-01
2.577351738099001199e+00, 8.003339351499999532e-01
2.577375359905984098e+00, 8.290846606999999757e-01
2.577398982145965523e+00, 8.740634575700000353e-01
2.577422604818957463e+00, 9.079325809799999591e-01
2.577446227924971911e+00, 9.296559154500000366e-01
2.577469851464020856e+00, 9.439552818299999926e-01
2.577493475436115844e+00, 9.540545883100000069e-01
2.577517099841269310e+00, 9.614707255600000169e-01
2.577540724679492357e+00, 9.670692713599999824e-01
2.577564349950797862e+00, 9.714258847700000254e-01
2.577587975655196928e+00, 9.749024966699999517e-01
2.577611601792701990e+00, 9.777298476200000366e-01
2.578793461141156929e+00, 9.967935456199999988e-01
2.579976404774190435e+00, 9.962194225499999556e-01
2.580651168380267979e+00, 9.797209304499999716e-01
2.580674850705766410e+00, 9.773051633699999519e-01
2.580698533465928257e+00, 9.743992486300000477e-01
2.580722216660765955e+00, 9.708745469899999758e-01
2.580745900290291051e+00, 9.665516239000000454e-01
2.580769584354515978e+00, 9.611810409500000096e-01
2.580793268853452282e+00, 9.544200170900000169e-01
2.580816953787112400e+00, 9.457820801799999844e-01
2.580840639155507876e+00, 9.345070445199999964e-01
2.580864324958650702e+00, 9.194323122599999953e-01
2.580888011196552867e+00, 8.987558430800000053e-01
2.580911697869226806e+00, 8.698271870899999536e-01
2.580935384976683622e+00, 8.284828527700000000e-01
2.580959072518936193e+00, 7.689736692299999898e-01
2.580982760495996065e+00, 6.860112416900000509e-01
2.581006448907875228e+00, 5.844465693000000517e-01
2.581030137754585674e+00, 4.983925180400000099e-01
2.581053827036139392e+00, 4.835079838999999935e-01
2.581077516752548373e+00, 5.512794906500000369e-01
2.581101206903824163e+00, 6.518111589799999717e-01
2.581124897489979642e+00, 7.400650351299999929e-01
2.581148588511025910e+00, 8.039374280500000136e-01
2.581172279966975402e+00, 8.460859004499999836e-01
2.581195971857839666e+00, 8.738945809599999448e-01
2.581219664183631135e+00, 8.906355392500000523e-01
2.581243356944362244e+00, 8.983950182900000136e-01
2.581267050140043651e+00, 8.973912939999999505e-01
2.581290743770688678e+00, 8.862186985900000202e-01
2.581314437836307984e+00, 8.639067507200000051e-01
2.581338132336914892e+00, 8.390786400699999925e-01
2.581361827272520504e+00, 8.354404058600000127e-01
2.581385522643136810e+00, 8.549609686000000375e-01
2.581409218448776244e+00, 8.718175075899999849e-01
2.581432914689450353e+00, 8.716400086200000175e-01
2.581456611365171572e+00, 8.512990665899999865e-01
2.581480308475951446e+00, 8.187407977999999753e-01
2.581504006021802411e+00, 8.089649368300000365e-01
2.581527704002735568e+00, 8.432784323599999965e-01
2.581551402418763796e+00, 8.880565946399999744e-01
2.581575101269899086e+00, 9.207521834599999844e-01
2.581598800556152540e+00, 9.416198114099999517e-01
2.581622500277537480e+00, 9.549827207100000104e-01
2.581646200434064564e+00, 9.638871064399999744e-01
2.581669901025746672e+00, 9.700882668800000497e-01
2.581693602052595349e+00, 9.745814113699999837e-01
2.581717303514622142e+00, 9.779480955499999517e-01
2.582250701486478839e+00, 9.922442747299999866e-01
2.582831763332356978e+00, 9.797215818900000261e-01
2.582855485697063358e+00, 9.757205295099999898e-01
2.582879208497536272e+00, 9.694181057299999793e-01
2.582902931733787710e+00, 9.587710995999999541e-01
2.582926655405829663e+00, 9.394658512100000358e-01
2.582950379513674122e+00, 9.045553834899999757e-01
2.582974104057333076e+00, 8.614724991900000184e-01
2.582997829036818960e+00, 8.581136416800000388e-01
2.583021554452142876e+00, 8.915117227500000130e-01
2.583045280303317259e+00, 9.268202956300000128e-01
2.583069006590354544e+00, 9.483247787999999900e-01
2.583092733313266276e+00, 9.591389687300000411e-01
2.583116460472064446e+00, 9.641055713099999647e-01
2.583140188066761045e+00, 9.656067005599999753e-01
2.583163916097368951e+00, 9.646088084599999668e-01
2.583187644563898822e+00, 9.616845823999999876e-01
2.583211373466363536e+00, 9.573527491900000186e-01
2.583235102804775085e+00, 9.523215809899999718e-01
2.583258832579145015e+00, 9.495196123700000435e-01
2.583282562789485759e+00, 9.511908033899999504e-01
2.583306293435808865e+00, 9.551207480600000244e-01
2.583330024518127210e+00, 9.583069774200000390e-01
2.583353756036451898e+00, 9.597547194600000164e-01
2.583377487990794918e+00, 9.594940374499999480e-01
2.583401220381169594e+00, 9.576670765500000515e-01
2.583424953207586139e+00, 9.547764836500000074e-01
2.583448686470058320e+00, 9.523268411699999936e-01
2.583472420168596795e+00, 9.500072516899999986e-01
2.583496154303213999e+00, 9.464935213299999761e-01
2.583519888873922365e+00, 9.415740327299999546e-01
2.583543623880732998e+00, 9.352186794400000336e-01
2.583567359323659218e+00, 9.272492785400000548e-01
2.583591095202712129e+00, 9.173610187899999824e-01
2.583614831517903720e+00, 9.050171537800000277e-01
2.583638568269246427e+00, 8.894094955700000416e-01
2.583662305456752240e+00, 8.694311199099999943e-01
2.583686043080432704e+00, 8.434721953399999528e-01
2.583709781140300255e+00, 8.091641767599999646e-01
2.583733519636366882e+00, 7.630203313100000218e-01
2.583757258568644577e+00, 7.000002038799999493e-01
2.583780997937145330e+00, 6.133490630400000310e-01
2.583804737741881130e+00, 4.961602712000000026e-01
2.583828477982864413e+00, 3.489423096500000043e-01
2.583852218660106281e+00, 1.977704346099999899e-01
2.583875959773619613e+00, 9.773064873700000599e-02
2.583899701323415954e+00, 7.619401432000000307e-02
2.583923443309507739e+00, 1.308107412299999994e-01
2.583947185731906959e+00, 2.587043296100000056e-01
2.583970928590624716e+00, 4.124617033899999896e-01
2.583994671885674332e+00, 5.456192751299999699e-01
2.584018415617067355e+00, 6.457379417099999852e-01
2.584042159784815329e+00, 7.197555541900000353e-01
2.584065904388931134e+00, 7.753673846599999919e-01
2.584089649429425872e+00, 8.160211836699999832e-01
2.584113394906312422e+00, 8.456732510900000221e-01
2.584137140819602330e+00, 8.674968559600000351e-01
2.584160887169308030e+00, 8.836493267499999638e-01
2.584184633955440624e+00, 8.954890329100000379e-01
2.584208381178013436e+00, 9.033357921400000379e-01
2.584232128837037568e+00, 9.088171447299999706e-01
2.584255876932525009e+00, 9.117024975999999947e-01
2.584279625464488639e+00, 9.121638902199999954e-01
2.584303374432940004e+00, 9.093645407799999525e-01
2.584327123837891094e+00, 9.029661595700000376e-01
2.584350873679353455e+00, 8.917701972199999494e-01
2.584374623957339523e+00, 8.736863219299999539e-01
2.584398374671862175e+00, 8.451149029100000210e-01
2.584422125822932070e+00, 7.999610778200000327e-01
2.584445877410562531e+00, 7.287682467799999619e-01
2.584469629434764215e+00, 6.219549270999999990e-01
2.584493381895550446e+00, 4.915827209499999961e-01
2.584517134792932325e+00, 4.101758215999999901e-01
2.584540888126922287e+00, 4.541730131999999753e-01
2.584564641897532766e+00, 5.811963005600000454e-01
2.584588396104774866e+00, 7.024992445700000143e-01
2.584612150748661463e+00, 7.882540881699999780e-01
2.584635905829204106e+00, 8.445072541700000546e-01
2.584659661346415227e+00, 8.815998191299999620e-01
2.584683417300306374e+00, 9.067855483000000216e-01
2.584707173690889981e+00, 9.244757296700000238e-01
2.584730930518178038e+00, 9.373045729000000215e-01
2.584754687782182536e+00, 9.468716616300000277e-01
2.584778445482915465e+00, 9.541729971300000335e-01
2.584802203620388816e+00, 9.598418337399999833e-01
2.584825962194614579e+00, 9.642835346300000499e-01
2.584849721205605189e+00, 9.677617767499999690e-01
2.584873480653372191e+00, 9.704352098799999826e-01
2.584897240537928020e+00, 9.728263165299999571e-01
2.584921000859284668e+00, 9.751487340800000236e-01
2.584944761617454123e+00, 9.772538522600000555e-01
2.584968522812447933e+00, 9.789933603399999518e-01
2.585592410454748524e+00, 9.924268625600000115e-01
2.586478253796109517e+00, 9.785125400399999895e-01
2.586502043191770017e+00, 9.732365627900000371e-01
2.586525833025045351e+00, 9.645346193599999562e-01
2.586549623295947509e+00, 9.506277448600000124e-01
2.586573414004488480e+00, 9.362544818100000388e-01
2.586597205150680701e+00, 9.379521856700000493e-01
2.586620996734536160e+00, 9.518189870100000061e-01
2.586644788756066404e+00, 9.635626007699999995e-01
2.586668581215283425e+00, 9.692160468399999562e-01
2.586692374112200543e+00, 9.716488371000000512e-01
2.586716167446828862e+00, 9.718480420499999717e-01
2.586739961219180817e+00, 9.712264166699999812e-01
2.586763755429267952e+00, 9.700935432299999661e-01
2.586787550077103148e+00, 9.686752967599999709e-01
2.586811345162697506e+00, 9.667153542099999886e-01
2.586835140686063905e+00, 9.640590284700000234e-01
2.586858936647214335e+00, 9.606443143499999726e-01
2.586882733046160343e+00, 9.563925585700000509e-01
2.586906529882914807e+00, 9.511350426400000391e-01
2.586930327157488829e+00, 9.446721074599999657e-01
2.586954124869895733e+00, 9.366840393699999989e-01
2.586977923020146619e+00, 9.266835283900000109e-01
2.587001721608253479e+00, 9.140007831199999933e-01
2.587025520634229636e+00, 8.976788474900000425e-01
2.587049320098085747e+00, 8.763130518899999721e-01
2.587073119999834692e+00, 8.478145143899999958e-01
2.587096920339488015e+00, 8.090593799799999930e-01
2.587120721117058597e+00, 7.554462724999999601e-01
2.587144522332557539e+00, 6.806517436100000262e-01
2.587168323985997720e+00, 5.779179330799999459e-01
2.587192126077391130e+00, 4.470521411300000247e-01
2.587215928606749316e+00, 3.106555372500000023e-01
2.587239731574084711e+00, 2.220690528900000071e-01
2.587263534979409751e+00, 2.239010311200000103e-01
2.587287338822735983e+00, 3.153783036700000264e-01
2.587311143104075839e+00, 4.522310578400000058e-01
2.587334947823441311e+00, 5.819232163199999919e-01
2.587358752980844390e+00, 6.829782364599999989e-01
2.587382558576297065e+00, 7.562836568999999898e-01
2.587406364609811771e+00, 8.086298276500000215e-01
2.587430171081400498e+00, 8.462530152199999600e-01
2.587453977991075238e+00, 8.736606163300000283e-01
2.587477785338847980e+00, 8.938903411799999921e-01
2.587501593124730714e+00, 9.089448533599999713e-01
2.587525401348736320e+00, 9.201553713300000270e-01
2.587549210010875900e+00, 9.283631567200000267e-01
2.587573019111162331e+00, 9.340489263400000297e-01
2.587596828649607161e+00, 9.374328856300000457e-01
2.587620638626222824e+00, 9.384466673300000394e-01
2.587644449041020867e+00, 9.366594302299999786e-01
2.587668259894014167e+00, 9.310941986699999839e-01
2.587692071185214715e+00, 9.198904503599999449e-01
2.587715882914633614e+00, 8.999346734800000025e-01
2.587739695082284630e+00, 8.678051160599999925e-01
2.587763507688177977e+00, 8.276620102599999695e-01
2.587787320732327423e+00, 8.070026363300000227e-01
2.587811134214744069e+00, 8.306685573800000055e-01
2.587834948135439905e+00, 8.738847505100000301e-01
2.587858762494427811e+00, 9.093495391700000541e-01
2.587882577291719333e+00, 9.330058246800000399e-01
2.587906392527327348e+00, 9.482685330500000287e-01
2.587930208201262516e+00, 9.583580884600000349e-01
2.587954024313538159e+00, 9.652789672499999529e-01
2.587977840864165824e+00, 9.701976903400000296e-01
2.588001657853157944e+00, 9.737981386999999822e-01
2.588025475280526511e+00, 9.764918120100000154e-01
2.588049293146283070e+00, 9.785329886500000462e-01
2.588275584737913970e+00, 9.799056345500000154e-01
2.588299407207480751e+00, 9.775682330599999581e-01
2.588323230115575857e+00, 9.740462228799999789e-01
2.588347053462209946e+00, 9.688154853699999514e-01
2.588370877247396340e+00, 9.612588228499999721e-01
2.588394701471146586e+00, 9.512388648099999733e-01
2.588418526133473119e+00, 9.407426172299999667e-01
2.588442351234387928e+00, 9.351775393200000286e-01
2.588466176773903005e+00, 9.390542909300000352e-01
2.588490002752030783e+00, 9.493117384700000549e-01
2.588513829168782809e+00, 9.600111416800000130e-01
2.588537656024171962e+00, 9.684325331399999959e-01
2.588561483318209788e+00, 9.744359514799999511e-01
2.588585311050908278e+00, 9.786058665800000389e-01
2.588704456294739664e+00, 9.867286864500000032e-01
2.588960655712485792e+00, 9.768612484299999954e-01
2.588984490794556503e+00, 9.711716086699999639e-01
2.589008326315502373e+00, 9.672849532999999722e-01
2.589032162275337168e+00, 9.691433242200000464e-01
2.589055998674071990e+00, 9.727142890800000163e-01
2.589079835511719274e+00, 9.744974927899999750e-01
2.589103672788290567e+00, 9.744585201700000088e-01
2.589127510503798746e+00, 9.730825672799999770e-01
2.589151348658256246e+00, 9.707652828599999673e-01
2.589175187251673727e+00, 9.678017555300000296e-01
2.589199026284064953e+00, 9.639612484799999770e-01
2.589222865755441028e+00, 9.587432105099999990e-01
2.589246705665814385e+00, 9.516780184299999945e-01
2.589270546015197016e+00, 9.421168568000000132e-01
2.589294386803600911e+00, 9.290127867599999867e-01
2.589318228031038949e+00, 9.106698503800000344e-01
2.589342069697522231e+00, 8.842933013399999487e-01
2.589365911803064080e+00, 8.452735942900000410e-01
2.589389754347675154e+00, 7.862855236200000375e-01
2.589413597331369221e+00, 6.977606916699999884e-01
2.589437440754156938e+00, 5.771401019699999857e-01
2.589461284616051184e+00, 4.598444392500000144e-01
2.589485128917063950e+00, 4.293100505299999869e-01
2.589508973657207225e+00, 5.143466070000000112e-01
2.589532818836493888e+00, 6.412980284799999486e-01
2.589556664454935042e+00, 7.459514266300000251e-01
2.589580510512543565e+00, 8.172712029299999958e-01
2.589604357009330560e+00, 8.637571515199999883e-01
2.589628203945309348e+00, 8.945187934599999613e-01
2.589652051320491921e+00, 9.158638354200000498e-01
2.589675899134889381e+00, 9.319499624799999493e-01
2.589699747388515050e+00, 9.446420607800000147e-01
2.589723596081380474e+00, 9.544035606299999808e-01
2.589747445213498089e+00, 9.618098727099999579e-01
2.589771294784879441e+00, 9.675687437500000154e-01
2.589795144795536963e+00, 9.721440326500000451e-01
2.589818995245483535e+00, 9.757942641100000314e-01
2.589842846134729815e+00, 9.787384935299999755e-01
2.590803209256952400e+00, 9.974496174600000487e-01
2.591997199315922096e+00, 9.896597381499999679e-01
2.592224181851535469e+00, 9.785337513899999839e-01
2.592248077062599965e+00, 9.749527679699999672e-01
2.592271972714201400e+00, 9.700913616099999803e-01
2.592295868806353099e+00, 9.626900341199999822e-01
2.592319765339067050e+00, 9.510256735100000025e-01
2.592343662312355246e+00, 9.320055265400000177e-01
2.592367559726230120e+00, 9.017354726999999848e-01
2.592391457580703662e+00, 8.660356662799999494e-01
2.592415355875788308e+00, 8.562420561100000382e-01
2.592439254611495603e+00, 8.763023762399999583e-01
2.592463153787838870e+00, 8.905070971499999821e-01
2.592487053404828767e+00, 8.851211633400000167e-01
2.592510953462478618e+00, 8.567706054100000523e-01
2.592534853960800412e+00, 7.990583682699999857e-01
2.592558754899806139e+00, 7.168892521899999926e-01
2.592582656279508679e+00, 6.740779179500000495e-01
2.592606558099918690e+00, 7.299970366500000418e-01
2.592630460361049938e+00, 8.153885291900000443e-01
2.592654363062913525e+00, 8.759220725699999877e-01
2.592678266205522331e+00, 9.120913066300000427e-01
2.592702169788888344e+00, 9.334191279800000407e-01
2.592726073813023557e+00, 9.460936869599999577e-01
2.592749978277940848e+00, 9.533403290199999880e-01
2.592773883183651318e+00, 9.567171323099999958e-01
2.592797788530167846e+00, 9.571181905400000245e-01
2.592821694317502423e+00, 9.560061499199999924e-01
2.592845600545667484e+00, 9.558014245100000528e-01
2.592869507214675018e+00, 9.574689640700000393e-01
2.592893414324537016e+00, 9.608893946000000019e-01
2.592917321875266357e+00, 9.657834930599999979e-01
2.592941229866874586e+00, 9.705913506600000185e-01
2.592965138299374139e+00, 9.730493193600000534e-01
2.592989047172777006e+00, 9.756093040400000138e-01
2.593012956487095622e+00, 9.773073772500000533e-01
2.593036866242341976e+00, 9.784113225899999655e-01
2.593060776438528503e+00, 9.791473167099999930e-01
2.593084687075667638e+00, 9.796808462099999559e-01
2.593222181797058212e+00, 9.799673418500000066e-01
2.593246095410943752e+00, 9.796711289099999664e-01
2.593270009465876491e+00, 9.793042084499999911e-01
2.593293923961867975e+00, 9.788696215700000147e-01
2.593317838898931083e+00, 9.783687249000000419e-01
2.593341754277077360e+00, 9.778007406199999973e-01
2.593365670096319242e+00, 9.771723490100000520e-01
2.593389586356669163e+00, 9.764865848499999501e-01
2.593413503058139113e+00, 9.757301306300000254e-01
2.593437420200741084e+00, 9.749002281299999906e-01
2.593461337784487508e+00, 9.739937877300000046e-01
2.593485255809390821e+00, 9.730050851199999462e-01
2.593509174275463014e+00, 9.719299901300000322e-01
2.593533093182716076e+00, 9.707647134700000402e-01
2.593557012531162442e+00, 9.694936654500000417e-01
2.593580932320814103e+00, 9.681079686900000425e-01
2.593604852551683493e+00, 9.665950053699999822e-01
2.593628773223783490e+00, 9.649389151399999642e-01
2.593652694337124753e+00, 9.631191986299999508e-01
2.593676615891720605e+00, 9.611102211099999959e-01
2.593700537887583035e+00, 9.588735905599999887e-01
2.593724460324724479e+00, 9.563631536000000155e-01
2.593748383203156482e+00, 9.535039641400000487e-01
2.593772306522891480e+00, 9.501602550800000158e-01
2.593796230283941906e+00, 9.461527407800000011e-01
2.593820154486320195e+00, 9.414697841100000408e-01
2.593844079130038338e+00, 9.369463125300000472e-01
2.593868004215108325e+00, 9.334803299599999660e-01
2.593891929741542590e+00, 9.300129250099999911e-01
2.593915855709353124e+00, 9.255600998099999810e-01
2.593939782118551918e+00, 9.199716988999999678e-01
2.593963708969152293e+00, 9.132514745599999983e-01
2.593987636261165353e+00, 9.054124263899999692e-01
2.594011563994603975e+00, 8.965404465999999850e-01
2.594035492169479706e+00, 8.865199535200000147e-01
2.594059420785805425e+00, 8.748248472399999809e-01
2.594083349843593123e+00, 8.608788760000000151e-01
2.594107279342854788e+00, 8.441268053199999510e-01
2.594131209283602857e+00, 8.239114377699999769e-01
2.594155139665849319e+00, 7.993920152900000353e-01
2.594179070489607053e+00, 7.693621664099999924e-01
2.594203001754887605e+00, 7.321021816999999654e-01
2.594226933461703410e+00, 6.854001032900000068e-01
2.594250865610066459e+00, 6.264939924200000343e-01
2.594274798199989185e+00, 5.522336872099999905e-01
2.594298731231484467e+00, 4.600001259300000034e-01
2.594322664704562964e+00, 3.504618268799999936e-01
2.594346598619238442e+00, 2.331256618900000022e-01
2.594370532975522003e+00, 1.308860967300000122e-01
2.594394467773426971e+00, 6.871562650300000463e-02
2.594418403012964447e+00, 5.016970733799999693e-02
2.594442338694147310e+00, 6.804229428999999940e-02
2.594466274816987550e+00, 1.228480272699999931e-01
2.594490211381497602e+00, 2.014592759299999869e-01
2.594514148387689900e+00, 2.736698930800000040e-01
2.594538085835575547e+00, 3.156649097900000034e-01
2.594562023725168309e+00, 3.170557338500000211e-01
2.594585962056479289e+00, 2.780336410300000005e-01
2.594609900829520921e+00, 2.131224709300000020e-01
2.594633840044305639e+00, 1.545144983199999988e-01
2.594657779700845879e+00, 1.253940359999999865e-01
2.594681719799153630e+00, 1.104213672399999985e-01
2.594705660339240882e+00, 9.071240988400000593e-02
2.594729601321120072e+00, 8.319766062800000583e-02
2.594753542744803632e+00, 1.137007198200000041e-01
2.594777484610303109e+00, 1.933427802000000084e-01
2.594801426917631826e+00, 3.045799154100000128e-01
2.594825369666801329e+00, 4.154045267099999994e-01
2.594849312857823609e+00, 5.067848936000000082e-01
2.594873256490711544e+00, 5.735611586500000136e-01
2.594897200565477124e+00, 6.157491399300000223e-01
2.594921145082131897e+00, 6.334207590599999493e-01
2.594945090040689184e+00, 6.270349024600000432e-01
2.594969035441160532e+00, 6.059796896800000443e-01
2.594992981283558375e+00, 6.014043531899999628e-01
2.595016927567895593e+00, 6.397997734600000541e-01
2.595040874294182842e+00, 7.018310340900000277e-01
2.595064821462433891e+00, 7.585046880800000446e-01
2.595088769072659840e+00, 8.010694467100000216e-01
2.595112717124874013e+00, 8.317634603600000398e-01
2.595136665619087957e+00, 8.541353875699999598e-01
2.595160614555313661e+00, 8.708509557800000467e-01
2.595184563933564448e+00, 8.836539168500000541e-01
2.595208513753850976e+00, 8.936613861300000128e-01
2.595232464016187013e+00, 9.015981080499999578e-01
2.595256414720584104e+00, 9.079462565700000543e-01
2.595280365867054240e+00, 9.130334106499999880e-01
2.595304317455610299e+00, 9.170857631100000074e-01
2.595328269486263828e+00, 9.202611322399999461e-01
2.595352221959027705e+00, 9.226751111300000030e-01
2.595376174873913477e+00, 9.244260465200000443e-01
2.595400128230934467e+00, 9.255792272199999671e-01
2.595424082030101331e+00, 9.261409395099999831e-01
2.595448036271427839e+00, 9.261030387599999969e-01
2.595471990954925534e+00, 9.254549222800000363e-01
2.595495946080606409e+00, 9.241751862599999479e-01
2.595519901648483341e+00, 9.222210661199999882e-01
2.595543857658568321e+00, 9.195180359100000311e-01
2.595567814110873783e+00, 9.159676090199999621e-01
2.595591771005411275e+00, 9.114388896999999767e-01
2.595615728342193229e+00, 9.057596498300000132e-01
2.595639686121232526e+00, 8.986991383500000374e-01
2.595663644342541154e+00, 8.899522694300000536e-01
2.595687603006131106e+00, 8.791122804600000062e-01
2.595711562112014814e+00, 8.656323301899999656e-01
2.595735521660204714e+00, 8.487707920699999464e-01
2.595759481650712353e+00, 8.275124818500000368e-01
2.595783442083550607e+00, 8.004562623200000004e-01
2.595807402958731913e+00, 7.656610112599999685e-01
2.595831364276267816e+00, 7.204537237899999447e-01
2.595855326036171196e+00, 6.612549711599999824e-01
2.595879288238453597e+00, 5.836485704199999569e-01
2.595903250883128344e+00, 4.834024905600000088e-01
2.595927213970206537e+00, 3.601733174599999754e-01
2.595951177499701057e+00, 2.260655623700000005e-01
2.595975141471624337e+00, 1.131083877199999949e-01
2.595999105885987923e+00, 5.289579846899999938e-02
2.596023070742804695e+00, 4.269605701399999814e-02
2.596047036042086642e+00, 7.675631048400000100e-02
2.596071001783846199e+00, 1.664792794299999878e-01
2.596094967968095357e+00, 2.958455265900000186e-01
2.596118934594846106e+00, 4.278373877600000208e-01
2.596142901664111768e+00, 5.406118178900000126e-01
2.596166869175903447e+00, 6.297560078499999658e-01
2.596190837130234463e+00, 6.982947488899999833e-01
2.596214805527115921e+00, 7.507504938100000302e-01
2.596238774366561142e+00, 7.911052972900000091e-01
2.596262743648581228e+00, 8.224120891099999664e-01
2.596286713373189503e+00, 8.469838688899999912e-01
2.596310683540397957e+00, 8.667886639199999799e-01
2.596334654150218579e+00, 8.833230236900000421e-01
2.596358625202663806e+00, 8.971839011200000158e-01
2.596382596697745626e+00, 9.087226989000000144e-01
2.596406568635476919e+00, 9.183525761199999859e-01
2.596430541015869231e+00, 9.264418163800000050e-01
2.596454513838934997e+00, 9.333080838499999698e-01
2.596478487104687094e+00, 9.391915968999999809e-01
2.596502460813137070e+00, 9.442702508200000455e-01
2.596526434964297358e+00, 9.486941772800000505e-01
2.596550409558180394e+00, 9.525693826500000183e-01
2.596574384594798612e+00, 9.559833523999999860e-01
2.596598360074163558e+00, 9.590072278400000316e-01
2.596622335996288111e+00, 9.617000064499999779e-01
2.596646312361184261e+00, 9.641048729600000256e-01
2.596670289168864443e+00, 9.662628090199999464e-01
2.596694266419341535e+00, 9.682062952700000169e-01
2.596718244112626195e+00, 9.699620607600000222e-01
2.596742222248732190e+00, 9.715525854800000083e-01
2.596766200827671067e+00, 9.729965327799999786e-01
2.596790179849454816e+00, 9.743116743899999932e-01
2.596814159314096759e+00, 9.755117415799999803e-01
2.596838139221608444e+00, 9.766068795600000296e-01
2.596862119572002303e+00, 9.776072456100000085e-01
2.596886100365290329e+00, 9.785220164500000317e-01
2.596910081601484954e+00, 9.793582364599999757e-01
2.597383801788904378e+00, 9.797066132699999708e-01
2.597407792218181743e+00, 9.768545374499999490e-01
2.597431783090632607e+00, 9.724668063600000467e-01
2.597455774406269846e+00, 9.662711013400000493e-01
2.597479766165105008e+00, 9.598795908799999665e-01
2.597503758367150528e+00, 9.572091391300000529e-01
2.597527751012418840e+00, 9.579272339700000138e-01
2.597551744100922377e+00, 9.570865105800000494e-01
2.597575737632673132e+00, 9.515382876100000331e-01
2.597599731607683538e+00, 9.394082849099999466e-01
2.597623726025965585e+00, 9.187013364699999629e-01
2.597647720887532152e+00, 8.896536001899999491e-01
2.597671716192394786e+00, 8.657903279699999954e-01
2.597695711940566365e+00, 8.738899270600000158e-01
2.597719708132058880e+00, 9.059289822999999631e-01
2.597743704766885209e+00, 9.347103286700000346e-01
2.597767701845056454e+00, 9.534319650600000529e-01
2.597791699366586382e+00, 9.649063158099999704e-01
2.597815697331485651e+00, 9.720377342599999526e-01
2.597839695739767585e+00, 9.780421460699999514e-01
2.597977695192396741e+00, 9.787052879500000024e-01
2.598001696593831955e+00, 9.748539567299999709e-01
2.598025698438744868e+00, 9.708723652999999842e-01
2.598049700727147471e+00, 9.719640212300000304e-01
2.598073703459052641e+00, 9.774265836800000162e-01
2.598391781532082945e+00, 9.939854057400000498e-01
2.599592777950682443e+00, 9.971974989999999872e-01
2.600794885102005516e+00, 9.830341882799999986e-01
2.600824952025378334e+00, 9.760546764899999950e-01
2.600849006064615665e+00, 9.685954818899999985e-01
2.600873060548790416e+00, 9.624828941899999935e-01
2.600897115477915023e+00, 9.626796963799999496e-01
2.600921170852001918e+00, 9.686241857199999750e-01
2.600945226671063093e+00, 9.751422503100000139e-01
2.600969282935110982e+00, 9.798322051900000274e-01
2.601179794228886344e+00, 9.770634656900000214e-01
2.601203854832202733e+00, 9.723729717400000361e-01
2.601227915880638619e+00, 9.677401806700000053e-01
2.601251977374205993e+00, 9.670642094800000477e-01
2.601276039312918176e+00, 9.680041812499999843e-01
2.601300101696786715e+00, 9.677761513999999510e-01
2.601324164525824489e+00, 9.659063913700000059e-01
2.601348227800043489e+00, 9.623856262900000180e-01
2.601372291519456148e+00, 9.571986761499999830e-01
2.601396355684074901e+00, 9.500687444300000006e-01
2.601420420293911739e+00, 9.404205349099999944e-01
2.601444485348979541e+00, 9.272865200600000080e-01
2.601468550849290295e+00, 9.091079652900000418e-01
2.601492616794856438e+00, 8.833270739299999841e-01
2.601516683185690404e+00, 8.464771382100000352e-01
2.601540750021805071e+00, 7.928199048699999807e-01
2.601564817303211541e+00, 7.168357516400000184e-01
2.601588885029923137e+00, 6.210205390599999875e-01
2.601612953201952294e+00, 5.355122679099999505e-01
2.601637021819310558e+00, 5.163602057599999684e-01
2.601661090882010807e+00, 5.781140338900000453e-01
2.601685160390065477e+00, 6.700233137300000141e-01
2.601709230343487000e+00, 7.461301830700000082e-01
2.601733300742287369e+00, 7.937816684799999800e-01
2.601757371586479017e+00, 8.159531973900000512e-01
2.601781442876074824e+00, 8.240416106500000337e-01
2.601805514611086778e+00, 8.397561335200000032e-01
